Case Study,Sampling Strategy,Robustness,Confidence Difference
7z,SolverBased,0.026,-0.9996400468152099
7z,SolverBased,0.027,-0.9997357804669085
7z,SolverBased,0.028,-0.9998061143161391
7z,SolverBased,0.029,-0.9998577709850179
7z,SolverBased,0.03,-0.9998956981493824
7z,SolverBased,0.031,-0.9999235360212856
7z,SolverBased,0.032,-0.9999439620099438
7z,SolverBased,0.033,-0.9999589447501951
7z,SolverBased,0.034,-0.9999699312723759
7z,SolverBased,0.035,-0.9999779848668492
7z,SolverBased,0.036,-0.9999838865993852
7z,SolverBased,0.037,-0.9999882100374801
7z,SolverBased,0.038,-0.9999913762395667
7z,SolverBased,0.039,-0.9999936942073172
7z,SolverBased,0.04,-0.9999953906345211
7z,SolverBased,0.041,-0.9999966317776108
7z,SolverBased,0.042,-0.999997539529102
7z,SolverBased,0.043,-0.9999982032267601
7z,SolverBased,0.044,-0.9999986883270116
7z,SolverBased,0.045,-0.9999990427732057
7z,SolverBased,0.046,-0.9999993016698612
7z,SolverBased,0.047,-0.9999994907124118
7z,SolverBased,0.048,-0.9999996287029799
7z,SolverBased,0.049,-0.9999997293951363
7z,SolverBased,0.05,-0.999999802846182
7z,SolverBased,0.051,-0.9999998564081005
7z,SolverBased,0.052,-0.9999998954534902
7z,SolverBased,0.053,-0.9999999239071798
7z,SolverBased,0.054,-0.999999944635414
7z,SolverBased,0.055,-0.9999999597306739
7z,SolverBased,0.056,-0.9999999707200532
7z,SolverBased,0.057,-0.9999999787176533
7z,SolverBased,0.058,-0.9999999845360036
7z,SolverBased,0.059,-0.9999999887674942
7z,SolverBased,0.06,-0.9999999918438739
7z,SolverBased,0.061,-0.9999999940797061
7z,SolverBased,0.062,-0.9999999957040981
7z,SolverBased,0.063,-0.9999999968838608
7z,SolverBased,0.064,-0.9999999977404057
7z,SolverBased,0.065,-0.9999999983620718
7z,SolverBased,0.066,-0.999999998813112
7z,SolverBased,0.067,-0.9999999991402448
7z,SolverBased,0.068,-0.999999999377428
7z,SolverBased,0.069,-0.9999999995493348
7z,SolverBased,0.07,-0.9999999996738874
7z,SolverBased,0.071,-0.9999999997640989
7z,SolverBased,0.072,-0.999999999829415
7z,SolverBased,0.073,-0.9999999998766895
7z,SolverBased,0.074,-0.9999999999108939
7z,SolverBased,0.075,6.436673416487793e-11
7z,SolverBased,0.076,4.6479708970537104e-11
7z,SolverBased,0.077,3.355149491568454e-11
7z,SolverBased,0.078,2.421074452030325e-11
7z,SolverBased,0.079,1.7464252266563562e-11
7z,SolverBased,0.08,1.2593148746020688e-11
7z,SolverBased,0.081,9.077516516242667e-12
7z,SolverBased,0.082,6.540989971881572e-12
7z,SolverBased,0.083,4.711564471904239e-12
7z,SolverBased,0.084,3.3926195186495534e-12
7z,SolverBased,0.085,2.4420465649654943e-12
7z,SolverBased,0.086,1.7571499810742353e-12
7z,SolverBased,0.087,1.2638778912332782e-12
7z,SolverBased,0.088,9.087175456556906e-13
7z,SolverBased,0.089,6.531442053869796e-13
7z,SolverBased,0.09,4.692912725090537e-13
7z,SolverBased,0.091,3.3706371027619753e-13
7z,SolverBased,0.092,2.4202861936828413e-13
7z,SolverBased,0.093,1.73749903353837e-13
7z,SolverBased,0.094,1.2456702336294256e-13
7z,SolverBased,0.095,8.93729534823251e-14
7z,SolverBased,0.096,6.405986852087153e-14
7z,SolverBased,0.097,4.596323321948148e-14
7z,SolverBased,0.098,3.2862601528904634e-14
7z,SolverBased,0.099,2.353672812205332e-14
7z,SolverBased,0.1,1.687538997430238e-14
7z,SolverBased,0.101,1.2101430968414206e-14
7z,SolverBased,0.102,8.659739592076221e-15
7z,SolverBased,0.103,6.217248937900877e-15
7z,SolverBased,0.104,4.440892098500626e-15
7z,SolverBased,0.105,3.1086244689504383e-15
7z,SolverBased,0.106,2.220446049250313e-15
7z,SolverBased,0.107,1.5543122344752192e-15
7z,SolverBased,0.108,1.1102230246251565e-15
7z,SolverBased,0.109,7.771561172376096e-16
7z,SolverBased,0.11,5.551115123125783e-16
7z,SolverBased,0.111,4.440892098500626e-16
7z,SolverBased,0.112,3.3306690738754696e-16
7z,SolverBased,0.113,2.220446049250313e-16
7z,SolverBased,0.114,1.1102230246251565e-16
7z,SolverBased,0.115,1.1102230246251565e-16
7z,SolverBased,0.116,1.1102230246251565e-16
7z,SolverBased,0.117,0.0
7z,SolverBased,0.118,0.0
7z,SolverBased,0.119,0.0
7z,SolverBased,0.12,0.0
7z,SolverBased,0.121,0.0
7z,SolverBased,0.122,0.0
7z,SolverBased,0.123,0.0
7z,SolverBased,0.124,0.0
7z,SolverBased,0.125,0.0
7z,SolverBased,0.126,0.0
7z,SolverBased,0.127,0.0
7z,SolverBased,0.128,0.0
7z,SolverBased,0.129,0.0
7z,SolverBased,0.13,0.0
7z,SolverBased,0.131,0.0
7z,SolverBased,0.132,0.0
7z,SolverBased,0.133,0.0
7z,SolverBased,0.134,0.0
7z,SolverBased,0.135,0.0
7z,SolverBased,0.136,0.0
7z,SolverBased,0.137,0.0
7z,SolverBased,0.138,0.0
7z,SolverBased,0.139,0.0
7z,SolverBased,0.14,0.0
7z,SolverBased,0.141,0.0
7z,SolverBased,0.142,0.0
7z,SolverBased,0.143,0.0
7z,SolverBased,0.144,0.0
7z,SolverBased,0.145,0.0
7z,SolverBased,0.146,0.0
7z,SolverBased,0.147,0.0
7z,SolverBased,0.148,0.0
7z,SolverBased,0.149,0.0
BerkeleyDBC,RandomSampling,0.0,0.0
BerkeleyDBC,RandomSampling,0.001,0.12996632512394313
BerkeleyDBC,RandomSampling,0.002,0.15738504441682655
BerkeleyDBC,RandomSampling,0.003,0.12480200210485215
BerkeleyDBC,RandomSampling,0.004,0.09926840261086534
BerkeleyDBC,RandomSampling,0.005,0.05118073884154317
BerkeleyDBC,RandomSampling,0.006,0.06341868202809808
BerkeleyDBC,RandomSampling,0.007,0.05070459330807664
BerkeleyDBC,RandomSampling,0.008,0.019127827033787903
BerkeleyDBC,RandomSampling,0.009,0.025791532108211834
BerkeleyDBC,RandomSampling,0.01,0.01855048513057289
BerkeleyDBC,RandomSampling,0.011,0.005816551672959358
BerkeleyDBC,RandomSampling,0.012,0.00641437388873467
BerkeleyDBC,RandomSampling,0.013,-0.0005256507836428614
BerkeleyDBC,RandomSampling,0.014,0.004353287940759287
BerkeleyDBC,RandomSampling,0.015,0.0005756088543841242
BerkeleyDBC,RandomSampling,0.016,0.007789769872812324
BerkeleyDBC,RandomSampling,0.017,0.005735996365434648
BerkeleyDBC,RandomSampling,0.018,0.0042223849399344315
BerkeleyDBC,RandomSampling,0.019,0.0031072144032051607
BerkeleyDBC,RandomSampling,0.02,0.0022858555545923753
BerkeleyDBC,RandomSampling,0.021,0.001681087166507389
BerkeleyDBC,RandomSampling,0.022,0.0012359340324894497
BerkeleyDBC,RandomSampling,0.023,0.0009083718754513415
BerkeleyDBC,RandomSampling,0.024,0.0006674137007711689
BerkeleyDBC,RandomSampling,0.025,0.0004902180806736212
BerkeleyDBC,RandomSampling,0.026,0.0003599531847900961
BerkeleyDBC,RandomSampling,0.027,0.00026421953309152535
BerkeleyDBC,RandomSampling,0.028,0.0001938856838609171
BerkeleyDBC,RandomSampling,0.029,0.00014222901498206486
BerkeleyDBC,RandomSampling,0.03,0.00010430185061760522
BerkeleyDBC,RandomSampling,0.031,7.64639787144139e-05
BerkeleyDBC,RandomSampling,0.032,5.603799005615695e-05
BerkeleyDBC,RandomSampling,0.033,4.105524980491104e-05
BerkeleyDBC,RandomSampling,0.034,3.0068727624121827e-05
BerkeleyDBC,RandomSampling,0.035,2.201513315081005e-05
BerkeleyDBC,RandomSampling,0.036,1.6113400614803375e-05
BerkeleyDBC,RandomSampling,0.037,1.1789962519936914e-05
BerkeleyDBC,RandomSampling,0.038,8.62376043331281e-06
BerkeleyDBC,RandomSampling,0.039,6.3057926827925215e-06
BerkeleyDBC,RandomSampling,0.04,4.609365478858152e-06
BerkeleyDBC,RandomSampling,0.041,3.3682223892217422e-06
BerkeleyDBC,RandomSampling,0.042,2.4604708980247025e-06
BerkeleyDBC,RandomSampling,0.043,1.7967732398593839e-06
BerkeleyDBC,RandomSampling,0.044,1.3116729884465883e-06
BerkeleyDBC,RandomSampling,0.045,9.5722679427368e-07
BerkeleyDBC,RandomSampling,0.046,6.983301388263641e-07
BerkeleyDBC,RandomSampling,0.047,5.092875882128922e-07
BerkeleyDBC,RandomSampling,0.048,3.712970201297239e-07
BerkeleyDBC,RandomSampling,0.049,2.706048637390879e-07
BerkeleyDBC,RandomSampling,0.05,1.9715381804896737e-07
BerkeleyDBC,RandomSampling,0.051,1.4359189948187634e-07
BerkeleyDBC,RandomSampling,0.052,1.0454650978264368e-07
BerkeleyDBC,RandomSampling,0.053,7.609282015597074e-08
BerkeleyDBC,RandomSampling,0.054,5.5364586026840357e-08
BerkeleyDBC,RandomSampling,0.055,4.026932609590972e-08
BerkeleyDBC,RandomSampling,0.056,2.927994680046453e-08
BerkeleyDBC,RandomSampling,0.057,2.1282346662765406e-08
BerkeleyDBC,RandomSampling,0.058,1.546399641672025e-08
BerkeleyDBC,RandomSampling,0.059,1.1232505814362526e-08
BerkeleyDBC,RandomSampling,0.06,8.156126107827788e-09
BerkeleyDBC,RandomSampling,0.061,5.920293921768405e-09
BerkeleyDBC,RandomSampling,0.062,4.295901856465889e-09
BerkeleyDBC,RandomSampling,0.063,3.1161392355372186e-09
BerkeleyDBC,RandomSampling,0.064,2.2595942894554355e-09
BerkeleyDBC,RandomSampling,0.065,1.637928237485653e-09
BerkeleyDBC,RandomSampling,0.066,1.1868880323007147e-09
BerkeleyDBC,RandomSampling,0.067,8.597551559574867e-10
BerkeleyDBC,RandomSampling,0.068,6.225719939578767e-10
BerkeleyDBC,RandomSampling,0.069,4.506651718472199e-10
BerkeleyDBC,RandomSampling,0.07,3.2611258138359744e-10
BerkeleyDBC,RandomSampling,0.071,2.3590107645077296e-10
BerkeleyDBC,RandomSampling,0.072,1.7058499057753806e-10
BerkeleyDBC,RandomSampling,0.073,1.233104729436718e-10
BerkeleyDBC,RandomSampling,0.074,8.910605586720521e-11
BerkeleyDBC,RandomSampling,0.075,6.436673416487793e-11
BerkeleyDBC,RandomSampling,0.076,4.6479708970537104e-11
BerkeleyDBC,RandomSampling,0.077,3.355149491568454e-11
BerkeleyDBC,RandomSampling,0.078,2.421074452030325e-11
BerkeleyDBC,RandomSampling,0.079,1.7464252266563562e-11
BerkeleyDBC,RandomSampling,0.08,1.2593148746020688e-11
BerkeleyDBC,RandomSampling,0.081,9.077516516242667e-12
BerkeleyDBC,RandomSampling,0.082,6.540989971881572e-12
