Case Study,Sampling Strategy,Robustness,Confidence Difference
7z,RandomSampling,0.0,0.0
7z,RandomSampling,0.001,0.04809826057801114
7z,RandomSampling,0.002,0.03023084854830782
7z,RandomSampling,0.003,0.034357734110428084
7z,RandomSampling,0.004,0.019921261848653615
7z,RandomSampling,0.005,0.029166752999488343
7z,RandomSampling,0.006,0.0068668668368215835
7z,RandomSampling,0.007,0.004672304980531838
7z,RandomSampling,0.008,0.008007832209440346
7z,RandomSampling,0.009,0.004367836223154287
7z,RandomSampling,0.01,0.0023809591983979805
7z,RandomSampling,0.011,0.00129709340115447
7z,RandomSampling,0.012,0.0007061934695686833
7z,RandomSampling,0.013,0.00038424546849102903
7z,RandomSampling,0.014,0.00020894206360078105
7z,RandomSampling,0.015,0.00011354670318874938
7z,RandomSampling,0.016,6.166718970668228e-05
7z,RandomSampling,0.017,3.347065544689887e-05
7z,RandomSampling,0.018,1.815533053051155e-05
7z,RandomSampling,0.019,9.84177507390438e-06
7z,RandomSampling,0.02,5.33177103723137e-06
7z,RandomSampling,0.021,2.8866742199928908e-06
7z,RandomSampling,0.022,1.5618946141993106e-06
7z,RandomSampling,0.023,8.445644463783708e-07
7z,RandomSampling,0.024,4.5639451640155926e-07
7z,RandomSampling,0.025,2.464756581055383e-07
7z,RandomSampling,0.026,1.3302494372702256e-07
7z,RandomSampling,0.027,7.174918981167622e-08
7z,RandomSampling,0.028,3.86745456770754e-08
7z,RandomSampling,0.029,2.0833257119434734e-08
7z,RandomSampling,0.03,1.1215336104264395e-08
7z,RandomSampling,0.031,6.0337874696614335e-09
7z,RandomSampling,0.032,3.2440664599064917e-09
7z,RandomSampling,0.033,1.7430543675089893e-09
7z,RandomSampling,0.034,9.35950650315931e-10
7z,RandomSampling,0.035,5.022446902813726e-10
7z,RandomSampling,0.036,2.6933788532801373e-10
7z,RandomSampling,0.037,1.443439812121028e-10
7z,RandomSampling,0.038,7.730693862839644e-11
7z,RandomSampling,0.039,4.1376679860150034e-11
7z,RandomSampling,0.04,2.2131518839785258e-11
7z,RandomSampling,0.041,1.1829981438893356e-11
7z,RandomSampling,0.042,6.3192784338639285e-12
7z,RandomSampling,0.043,3.373412660323538e-12
7z,RandomSampling,0.044,1.7996715229173788e-12
7z,RandomSampling,0.045,9.594547378810603e-13
7z,RandomSampling,0.046,5.111466805374221e-13
7z,RandomSampling,0.047,2.7211566333562587e-13
7z,RandomSampling,0.048,1.4477308241112041e-13
7z,RandomSampling,0.049,7.704947790898586e-14
7z,RandomSampling,0.05,4.0967229608668276e-14
7z,RandomSampling,0.051,2.1760371282653068e-14
7z,RandomSampling,0.052,1.1546319456101628e-14
7z,RandomSampling,0.053,6.106226635438361e-15
7z,RandomSampling,0.054,3.219646771412954e-15
7z,RandomSampling,0.055,1.6653345369377348e-15
7z,RandomSampling,0.056,8.881784197001252e-16
7z,RandomSampling,0.057,4.440892098500626e-16
7z,RandomSampling,0.058,2.220446049250313e-16
7z,RandomSampling,0.059,1.1102230246251565e-16
7z,RandomSampling,0.06,1.1102230246251565e-16
7z,RandomSampling,0.061,0.0
7z,RandomSampling,0.062,0.0
7z,RandomSampling,0.063,0.0
7z,RandomSampling,0.064,0.0
7z,RandomSampling,0.065,0.0
7z,RandomSampling,0.066,0.0
7z,RandomSampling,0.067,0.0
7z,RandomSampling,0.068,0.0
7z,RandomSampling,0.069,0.0
7z,RandomSampling,0.07,0.0
7z,RandomSampling,0.071,0.0
7z,RandomSampling,0.072,0.0
7z,RandomSampling,0.073,0.0
7z,RandomSampling,0.074,0.0
7z,RandomSampling,0.075,0.0
7z,RandomSampling,0.076,0.0
7z,RandomSampling,0.077,0.0
7z,RandomSampling,0.078,0.0
7z,RandomSampling,0.079,0.0
7z,RandomSampling,0.08,0.0
7z,RandomSampling,0.081,0.0
7z,RandomSampling,0.082,0.0
7z,RandomSampling,0.083,0.0
7z,RandomSampling,0.084,0.0
7z,RandomSampling,0.085,0.0
7z,RandomSampling,0.086,0.0
7z,RandomSampling,0.087,0.0
7z,RandomSampling,0.088,0.0
7z,RandomSampling,0.089,0.0
7z,RandomSampling,0.09,0.0
7z,RandomSampling,0.091,0.0
7z,RandomSampling,0.092,0.0
7z,RandomSampling,0.093,0.0
7z,RandomSampling,0.094,0.0
7z,RandomSampling,0.095,0.0
7z,RandomSampling,0.096,0.0
7z,RandomSampling,0.097,0.0
7z,RandomSampling,0.098,0.0
7z,RandomSampling,0.099,0.0
7z,RandomSampling,0.1,0.0
7z,RandomSampling,0.101,0.0
7z,RandomSampling,0.102,0.0
7z,RandomSampling,0.103,0.0
7z,RandomSampling,0.104,0.0
7z,RandomSampling,0.105,0.0
7z,RandomSampling,0.106,0.0
7z,RandomSampling,0.107,0.0
7z,RandomSampling,0.108,0.0
7z,RandomSampling,0.109,0.0
7z,RandomSampling,0.11,0.0
7z,RandomSampling,0.111,0.0
7z,RandomSampling,0.112,0.0
7z,RandomSampling,0.113,0.0
7z,RandomSampling,0.114,0.0
7z,RandomSampling,0.115,0.0
7z,RandomSampling,0.116,0.0
7z,RandomSampling,0.117,0.0
7z,RandomSampling,0.118,0.0
7z,RandomSampling,0.119,0.0
7z,RandomSampling,0.12,0.0
7z,RandomSampling,0.121,0.0
7z,RandomSampling,0.122,0.0
7z,RandomSampling,0.123,0.0
7z,RandomSampling,0.124,0.0
7z,RandomSampling,0.125,0.0
7z,RandomSampling,0.126,0.0
7z,RandomSampling,0.127,0.0
7z,RandomSampling,0.128,0.0
7z,RandomSampling,0.129,0.0
7z,RandomSampling,0.13,0.0
7z,RandomSampling,0.131,0.0
7z,RandomSampling,0.132,0.0
7z,RandomSampling,0.133,0.0
7z,RandomSampling,0.134,0.0
7z,RandomSampling,0.135,0.0
7z,RandomSampling,0.136,0.0
7z,RandomSampling,0.137,0.0
7z,RandomSampling,0.138,0.0
7z,RandomSampling,0.139,0.0
7z,RandomSampling,0.14,0.0
7z,RandomSampling,0.141,0.0
7z,RandomSampling,0.142,0.0
7z,RandomSampling,0.143,0.0
7z,RandomSampling,0.144,0.0
7z,RandomSampling,0.145,0.0
7z,RandomSampling,0.146,0.0
7z,RandomSampling,0.147,0.0
7z,RandomSampling,0.148,0.0
7z,RandomSampling,0.149,0.0
7z,DiversifiedDistanceBased,0.0,0.0
7z,DiversifiedDistanceBased,0.001,-0.07190173942198885
